codigo_producto,descripcion_producto,costo_producto,precio_producto,stock_actual_producto,unidad_de_medida_producto,proveedor_producto,ramo_producto,familia_producto,grupo_producto,marco_producto
2038,ROCKLETS COLORES 1KG (10 UNI),7.974,9.97,8.0,Uni,REGIONAL SUR S.A,GOLOSINAS,CHOCOLATES,Sin asignar,
601,MANI CON CHOCOLATE 1 KG (7 UNI),6.74,8.76,0.73,Uni,REGIONAL SUR S.A,GOLOSINAS,CHOCOLATES,Sin asignar,LA COSECHA
5000,MORRON EN LATA COSECHA DORADA 2.5KG (6 UNI),7.774,9.72,8.0,Uni,REGIONAL SUR S.A,ENLATADOS,INDUSTRIAL,Sin asignar,COSECHA DORADA
5003,CHAMPIGNON LAMINADO COSECHA DORADA 2.8KG (6 UNI),5.652,7.06,8.0,Uni,REGIONAL SUR S.A,ENLATADOS,INDUSTRIAL,Sin asignar,COSECHA DORADA
5014,CEREZAS VERDES COSECHA DORADA 3.100KG (6 UNI),16.15,20.19,0.0,Uni,REGIONAL SUR S.A,ENLATADOS,INDUSTRIAL,Sin asignar,COSECHA DORADA
5015,CEREZAS ROJAS C. DORADA 3.100KG (6 UNI),16.165,20.21,1.0,Uni,REGIONAL SUR S.A,ENLATADOS,INDUSTRIAL,Sin asignar,COSECHA DORADA
5024,CHAMPIGNON ENTERO COSECHA DORADA 2.840K (6 UNI),10.504,13.66,11.0,Uni,REGIONAL SUR S.A,ENLATADOS,INDUSTRIAL,Sin asignar,COSECHA DORADA
5034,TOMATES PERITA CUBOS COSECHA DORADA 2.550KG (6 UNI),5.561,6.95,28.0,Uni,REGIONAL SUR S.A,ENLATADOS,INDUSTRIAL,Sin asignar,COSECHA DORADA
008,ARVEJAS COSECHA DORADA 2.5 KG (6 UNI),4.44,5.33,7.0,Uni,REGIONAL SUR S.A,ENLATADOS,INDUSTRIAL,Sin asignar,COSECHA DORADA
009,CHOCLO COSECHA DORADA 2.6 KG (6 UNI),6.462,7.75,14.0,Uni,REGIONAL SUR S.A,ENLATADOS,INDUSTRIAL,Sin asignar,COSECHA DORADA
0144,SEMILLA CHIA 1KG,5.448,7.08,7.362,Uni,REGIONAL SUR S.A,"CEREALES, GRANOLAS, SEMILLAS Y FRUTOS SECOS",Sin asignar,Sin asignar,LA COSECHA
0145,SEMILLA LINO 1KG,2.362,3.07,14.4,Uni,REGIONAL SUR S.A,"CEREALES, GRANOLAS, SEMILLAS Y FRUTOS SECOS",Sin asignar,Sin asignar,LA COSECHA
0146,SEMILLA GIRASOL 1KG,3.041,4.11,9.0,Uni,REGIONAL SUR S.A,"CEREALES, GRANOLAS, SEMILLAS Y FRUTOS SECOS",Sin asignar,Sin asignar,LA COSECHA
9072,FRUTA PICADA SICOLA KG (10 UNI),2.877,4.03,30.834,Uni,REGIONAL SUR S.A,"CEREALES, GRANOLAS, SEMILLAS Y FRUTOS SECOS",Sin asignar,Sin asignar,
ALK7889,SOPAPA PARA SANITARIO,1.998,2.5,8.0,Uni,REGIONAL SUR S.A,LIMPIEZA,Sin asignar,Sin asignar,ALKLIN
7320,CASTAÑAS DE CAJU TOSTADAS SALADAS 1 KG,16.555,19.87,8.0,Uni,REGIONAL SUR S.A,"CEREALES, GRANOLAS, SEMILLAS Y FRUTOS SECOS",Sin asignar,Sin asignar,
475P,GUANTE P DESCARTABLE MULTIUSO LIMPPANO 10 UNIDADES (24 UNI),1.71,2.14,7.0,Uni,REGIONAL SUR S.A,LIMPIEZA,Sin asignar,Sin asignar,LIMPPANO
475M,GUANTE M DESCARTABLE MULTIUSO LIMPPANO 10 UNIDADES (24 UNI),1.71,2.14,38.0,Uni,REGIONAL SUR S.A,LIMPIEZA,Sin asignar,Sin asignar,LIMPPANO
475G,GUANTE G DESCARTABLE MULTIUSO LIMPPANO 10 UNIDADES (24 UNI),1.71,2.14,37.0,Uni,REGIONAL SUR S.A,LIMPIEZA,Sin asignar,Sin asignar,LIMPPANO
0783,MANI TOSTADO SIN SAL KG (25 UNI),3.462,4.67,41.77,Kg ,REGIONAL SUR S.A,"CEREALES, GRANOLAS, SEMILLAS Y FRUTOS SECOS",FRUTOS SECOS,Sin asignar,LA COSECHA
4034,MIEL COSECHA DORADA 500 GR (12 UNI),3.506,4.38,4.0,Uni,REGIONAL SUR S.A,DULCES Y MERMELADAS,MIEL Y JALEAS,Sin asignar,COSECHA DORADA
0525,VINAGRE DE ALCHOHOL COSECHA DORADA 4.9 LT (2 UNI),2.618,3.27,4.0,Uni,REGIONAL SUR S.A,ADEREZOS,SAL Y AGREGADOS,Sin asignar,COSECHA DORADA
0527,VINAGRE DE ALCOHOL COSECHA DORADA 750 ML (12 UNI),0.455,0.59,16.0,Uni,REGIONAL SUR S.A,ADEREZOS,SAL Y AGREGADOS,Sin asignar,COSECHA DORADA
7914,CERVEZA SAMBA LATA 473 ML (12 UNI),0.822,0.99,212.0,Uni,REGIONAL SUR S.A,BEBIDAS,CERVEZA ARTESANAL,Sin asignar,SAMBA
7934,CERVEZA MOINHO REAL LATA 473 ML (12 UNI),0.95,1.14,381.0,Uni,REGIONAL SUR S.A,BEBIDAS,CERVEZA ARTESANAL,Sin asignar,MOINHO REAL
7936,CERVEZA MOINHO REAL BOTELLA 600 ML (6 UNI),1.469,1.76,61.0,Uni,REGIONAL SUR S.A,BEBIDAS,CERVEZA ARTESANAL,Sin asignar,MOINHO REAL
7924,CERVEZA BURGUESA LATA 473 ML (12 UNI),0.897,1.08,84.0,Uni,REGIONAL SUR S.A,BEBIDAS,CERVEZA ARTESANAL,Sin asignar,BURGUESA
7941,CERVEZA SMITH 44 BOTELLA 330 ML (24 UNI),0.93,1.12,85.0,Uni,REGIONAL SUR S.A,BEBIDAS,CERVEZA ARTESANAL,Sin asignar,SMITH 44
7944,CERVEZA SMITH LATA 473ML (6 UNI),1.181,1.42,24.0,Uni,REGIONAL SUR S.A,BEBIDAS,CERVEZA ARTESANAL,Sin asignar,SMITH 44
7913,CERVEZA SAMBA LATA 350ML,0.65,0.78,48.0,Uni,REGIONAL SUR S.A,BEBIDAS,CERVEZA ARTESANAL,Sin asignar,SAMBA
430,FIDEO SANTA FE CARACOL 1KG (20 UNI),48.26,60.0,11.0,Uni,JUAN B CANALI S.A,ENVASADOS,FIDEOS,SANTA FE,SANTA FE
5963,FIDEO CERRITO MOÑA 400GR (10 UNI),21.126,27.0,538.0,Uni,JUAN B CANALI S.A,ENVASADOS,FIDEOS,CERRITO,CERRITO
5964,FIDEO CERRITO RIGATTI 400GR (MOSTACHON) (10 UNI),21.126,27.0,42.0,Uni,JUAN B CANALI S.A,ENVASADOS,FIDEOS,CERRITO,CERRITO
5965,FIDEO CERRITO TIRABUZON 400GR (10 UNI),21.126,27.0,357.0,Uni,JUAN B CANALI S.A,ENVASADOS,FIDEOS,CERRITO,CERRITO
5966,FIDEO CERRITO CODITO 400GR (10 UNI),21.126,27.0,344.0,Uni,JUAN B CANALI S.A,ENVASADOS,FIDEOS,CERRITO,CERRITO
5967,FIDEO CERRITO DEPENA 400GR (CORTADITO) (10 UNI),21.126,27.0,231.0,Uni,JUAN B CANALI S.A,ENVASADOS,FIDEOS,CERRITO,CERRITO
5968,FIDEO CERRITO STORTELLI 400GR (10 UNI),21.126,27.0,432.0,Uni,JUAN B CANALI S.A,ENVASADOS,FIDEOS,CERRITO,CERRITO
5969,FIDEO SANTA FE CORBATITA 5KG,249.725,300.0,3.0,Uni,JUAN B CANALI S.A,ENVASADOS,FIDEOS,SANTA FE,SANTA FE
5970,FIDEO SANTA FE MOÑA 5KG,249.725,300.0,11.0,Uni,JUAN B CANALI S.A,ENVASADOS,FIDEOS,SANTA FE,SANTA FE
5971,FIDEO SANTA FE RIGATTI 5KG (MOSTACHON),249.725,300.0,5.0,Uni,JUAN B CANALI S.A,ENVASADOS,FIDEOS,SANTA FE,SANTA FE
5972,FIDEO SANTA FE MOSTACHOLIN 5KG,259.71,312.0,3.0,Uni,JUAN B CANALI S.A,ENVASADOS,FIDEOS,SANTA FE,SANTA FE
5973,FIDEO SANTA FE TIRABUZON 5KG,249.725,300.0,4.0,Uni,JUAN B CANALI S.A,ENVASADOS,FIDEOS,SANTA FE,SANTA FE
5975,FIDEO SANTA FE CODITO 5KG,249.725,300.0,9.0,Uni,JUAN B CANALI S.A,ENVASADOS,FIDEOS,SANTA FE,SANTA FE
5976,FIDEO SANTA FE DEDAL 1KG (20 UNI),48.26,60.0,31.0,Uni,JUAN B CANALI S.A,ENVASADOS,FIDEOS,SANTA FE,SANTA FE
5977,FIDEO SANTA FE DEPENA 5KG (CORTADITO),249.725,300.0,5.0,Uni,JUAN B CANALI S.A,ENVASADOS,FIDEOS,SANTA FE,SANTA FE
5978,FIDEO SANTA FE STORTELLI 5KG,249.725,300.0,6.0,Uni,JUAN B CANALI S.A,ENVASADOS,FIDEOS,SANTA FE,SANTA FE
5979,FIDEO SANTA FE CORBATITA 3KG,126.14,158.0,1.0,Uni,JUAN B CANALI S.A,ENVASADOS,FIDEOS,SANTA FE,SANTA FE
5986,FIDEO SANTA FE CORBATITA 1KG (20 UNI),48.26,60.0,2.0,Uni,JUAN B CANALI S.A,ENVASADOS,FIDEOS,SANTA FE,SANTA FE
5987,FIDEO SANTA FE MOÑA 1KG (20 UNI),48.26,60.0,18.0,Uni,JUAN B CANALI S.A,ENVASADOS,FIDEOS,SANTA FE,SANTA FE
5988,FIDEO SANTA FE RIGATTI 1KG (MOSTACHON) (20 UNI),48.26,60.0,43.0,Uni,JUAN B CANALI S.A,ENVASADOS,FIDEOS,SANTA FE,SANTA FE
5989,FIDEO SANTA FE TIRABUZON 1KG (20 UNI),48.26,60.0,14.0,Uni,JUAN B CANALI S.A,ENVASADOS,FIDEOS,SANTA FE,SANTA FE
5990,FIDEO SANTA FE CODITO 1KG (20 UNI),48.26,60.0,39.0,Uni,JUAN B CANALI S.A,ENVASADOS,FIDEOS,SANTA FE,SANTA FE
5991,FIDEO SANTA FE DEPENA 1KG (CORTADITO) (20 UNI),48.26,60.0,19.0,Uni,JUAN B CANALI S.A,ENVASADOS,FIDEOS,SANTA FE,SANTA FE
5992,FIDEO SANTA FE STORTELLI 1KG (20 UNI),48.26,60.0,39.0,Uni,JUAN B CANALI S.A,ENVASADOS,FIDEOS,SANTA FE,SANTA FE
5993,FIDEO CERRITO CORBATITA 400GR (10 UNI),21.126,27.0,814.0,Uni,JUAN B CANALI S.A,ENVASADOS,FIDEOS,SANTA FE,CERRITO
5994,FIDEO SANTA FE MOÑA 500GR,23.46,29.0,0.0,Uni,JUAN B CANALI S.A,ENVASADOS,FIDEOS,SANTA FE,
5996,FIDEO SANTA FE MOSTACHOLIN 1KG (20 UNI),48.26,60.0,50.0,Uni,JUAN B CANALI S.A,ENVASADOS,FIDEOS,SANTA FE,SANTA FE
5997,FIDEO SANTA FE TIRABUZON 500GR,23.46,29.0,0.0,Uni,JUAN B CANALI S.A,ENVASADOS,FIDEOS,SANTA FE,
5998,FIDEO SANTA FE CODO 1KG (20 UNI),48.26,60.0,70.0,Uni,JUAN B CANALI S.A,ENVASADOS,FIDEOS,SANTA FE,
5999,FIDEO SANTA FE MOÑITAS 1KG (20 UNI),48.26,60.0,24.0,Uni,JUAN B CANALI S.A,ENVASADOS,FIDEOS,SANTA FE,SANTA FE
138,FIDEO SANTA FE NIDO ENTREFINO 1 KG (6 UNI),60.5,76.0,13.0,Uni,JUAN B CANALI S.A,ENVASADOS,FIDEOS,Sin asignar,SANTA FE
509,FIDEO SANTA FE MOÑITA 5KG,235.59,294.0,10.0,Uni,JUAN B CANALI S.A,ENVASADOS,FIDEOS,SANTA FE,SANTA FE
10,HARINA SANTA FE 00 25 KG,558.0,681.0,22.0,Uni,JUAN B CANALI S.A,GRANEL,GRANEL,Sin asignar,SANTA FE
9,HARINA SANTA FE 0 25 KG,465.0,567.0,102.0,Uni,JUAN B CANALI S.A,ELABORACION Y PANADERIAS,HARINAS,Sin asignar,SANTA FE
7319,HARINA CERRITO 00 1KG (12 UNI),27.0,32.0,284.0,Uni,JUAN B CANALI S.A,ENVASADOS,Sin asignar,Sin asignar,CERRITO
9128,TE BOLDO HORNIMANNS 10 UNI (12UNI),40.23,50.0,18.0,Uni,SAN FRANCISCO S.A,CAFE E INFUSIONES,TE,Sin asignar,
1410,TE HORNIMANNS 25 UNI (48 UNI),58.0,72.0,28.0,Uni,SAN FRANCISCO S.A,CAFE E INFUSIONES,TE,Sin asignar,
6083,TE LIMON HORNIMANNS 10 UNI (12 UNI),47.94,60.0,16.0,Uni,SAN FRANCISCO S.A,CAFE E INFUSIONES,TE,Sin asignar,
65236,TE LIMON Y JENGIBRE HORNIMANNS 10 UNI (12 UNI),60.59,76.0,15.0,Uni,SAN FRANCISCO S.A,CAFE E INFUSIONES,TE,Sin asignar,
9124,TE  MANZANILLA HORNIMANNS 10 UNI (12 UNI),37.0,46.0,13.0,Uni,SAN FRANCISCO S.A,CAFE E INFUSIONES,TE,Sin asignar,
65235,TE MIEL Y GUACO HORNIMANNS 10 UNI (12 UNI),46.85,59.0,10.0,Uni,SAN FRANCISCO S.A,CAFE E INFUSIONES,TE,Sin asignar,
9127,TE SOBREMESA MIXTO HORNIMANNS 10 UNI (12 UNI),46.86,59.0,19.0,Uni,SAN FRANCISCO S.A,CAFE E INFUSIONES,TE,Sin asignar,
9123,TE TILO HORNIMANNS 10 UNI (12 UNI),40.23,50.0,18.0,Uni,SAN FRANCISCO S.A,CAFE E INFUSIONES,TE,Sin asignar,
66201,TE VERDE Y JENGIBRE HORNIMANNS 10 UNI (12 UNI),47.94,60.0,16.0,Uni,SAN FRANCISCO S.A,CAFE E INFUSIONES,TE,Sin asignar,
9131,TE VERDE  HORNIMANNS  10 UNI (12 UNI),36.93,46.0,20.0,Uni,SAN FRANCISCO S.A,CAFE E INFUSIONES,TE,Sin asignar,
9069,LENTEJAS CANADIENSE KG (25 UNI),2.283,2.85,0.01,Kg ,SAN FRANCISCO S.A,GRANEL,GRANEL,GRANEL,LA COSECHA
4421,ACEITUNAS REVELACION CON CAROZO 180 GR (12 UNI),31.521,38.0,52.0,Uni,SAN FRANCISCO S.A,ACEITUNAS,FAMILIAR,Sin asignar,REVELACION
4424,ACEITUNAS REVELACION SIN CAROZO 180 GR (12 UNI),37.24,45.0,171.0,Uni,SAN FRANCISCO S.A,ACEITUNAS,FAMILIAR,Sin asignar,REVELACION
4427,ACEITUNAS REVELACION RODAJA 180 GR (12 UNI),34.361,41.0,59.0,Uni,SAN FRANCISCO S.A,ACEITUNAS,FAMILIAR,Sin asignar,REVELACION
63220,ATUN EN TROZO SACHET BLUEMAR AL ACEITE 500 GR (5 UNI),203.864,245.0,3.0,Uni,SAN FRANCISCO S.A,ENLATADOS,FAMILIAR,Sin asignar,BLUE MAR
1010,ACEITE OLIVA OLIVARES DE ROCHA 500ML (6 UNI),269.999,351.0,15.0,Uni,SAN FRANCISCO S.A,ACEITES,DOMESTICOS,OLIVA,OLIVARES DE ROCHA
64549,ACEITE OLIVA OLIVARES DE ROCHA 250 ML (6 UNI),153.168,199.0,56.0,Uni,SAN FRANCISCO S.A,ACEITES,DOMESTICOS,Sin asignar,OLIVARES DE ROCHA
0120,ACEITUNAS RODAJAS REVELACION 1.4 KG (8 UNI),4.17,5.42,80.0,Uni,SAN FRANCISCO S.A,ACEITUNAS,GASTRONOMIA,Sin asignar,REVELACION
5563,ACEITUNAS SIN CAROZO REVELACION 1.5 KG (8 UNI),5.17,6.72,27.0,Uni,SAN FRANCISCO S.A,ACEITUNAS,GASTRONOMIA,Sin asignar,REVELACION
108605,ACEITUNAS CON CAROZO REVELACION 1.5 KG (8 UNI),3.61,4.51,7.0,Uni,SAN FRANCISCO S.A,ACEITUNAS,GASTRONOMIA,Sin asignar,REVELACION
65969,ACEITUNAS NEGRAS REVELACION SIN CAROZO 1.4 KG (8 UNI),5.04,6.3,13.0,Uni,SAN FRANCISCO S.A,ACEITUNAS,GASTRONOMIA,Sin asignar,REVELACION
9070,DESODORANTE REXONA V8 HOMBRE 150ML (12 UNI),155.7101,179.0,12.0,Uni,SAN FRANCISCO S.A,FARMACIA Y TOCADOR,Sin asignar,Sin asignar,REXONA
9142,ALMIDON MAIZ KG (MAIZENA) (25 UNI),0.777,1.17,1000.368,Kg ,SAN FRANCISCO S.A,ELABORACION Y PANADERIAS,Sin asignar,GRANEL,GRANEL
5609,LENTEJONES CANADIENSE KG (25 UNI),2.7,3.38,71.322,Kg ,SAN FRANCISCO S.A,GRANEL,Sin asignar,Sin asignar,LA COSECHA
166,LIMPIADOR CLEAN DAY BRISA DE MAR 900 ML (15 UNI),36.1285,45.0,141.0,Uni,SAN FRANCISCO S.A,LIMPIEZA,Sin asignar,Sin asignar,CLEAN DAY
167,LIMPIADOR CLEAN DAY PINO 900 ML (15 UNI),36.1285,45.0,67.0,Uni,SAN FRANCISCO S.A,LIMPIEZA,Sin asignar,Sin asignar,CLEAN DAY
168,LIMPIADOR CLEAN DAY FLORAL 900 ML (15 UNI),32.334,40.0,87.0,Uni,SAN FRANCISCO S.A,LIMPIEZA,Sin asignar,Sin asignar,CLEAN DAY
169,LIMPIADOR CLEAN DAY LAVANDA 900 ML (15 UNI),32.334,40.0,109.0,Uni,SAN FRANCISCO S.A,LIMPIEZA,Sin asignar,Sin asignar,CLEAN DAY
6332,ATUN EN TROZO SACHET BLUEMAR AL NATURAL 500 GR (5 UNI),227.851,273.0,65.0,Uni,SAN FRANCISCO S.A,ENLATADOS,Sin asignar,Sin asignar,REVELACION
3664,DETERGENTE CLEAN DAY LIMON 4.8 LT (4 UNI),225.331,282.0,26.0,Uni,SAN FRANCISCO S.A,LIMPIEZA,Sin asignar,Sin asignar,CLEAN DAY
61293,PAÑO PISO CLEAN DAY MEDIANO 55 X 50 (10 UNI),48.0415,60.0,49.0,Uni,SAN FRANCISCO S.A,LIMPIEZA,Sin asignar,Sin asignar,CLEAN DAY
6511,BALDE NEGRO REFORZADO CLEAN DAY 10 LT,72.997,91.0,8.0,Uni,SAN FRANCISCO S.A,LIMPIEZA,Sin asignar,Sin asignar,CLEAN DAY
6673,ALMIDON MAIZ REVELACION 1 KG (MAIZENA),1.43,1.72,26.68,Uni,SAN FRANCISCO S.A,ENVASADOS,Sin asignar,Sin asignar,REVELACION
60582,DETERGENTE CLEAN DAY LIMON 1.25 LT (12 UNI),54.008,68.0,111.0,Uni,SAN FRANCISCO S.A,LIMPIEZA,Sin asignar,Sin asignar,CLEAN DAY
60583,DETERGENTE CLEAN DAY ALOE 1.25 LT (12 UNI),54.008,68.0,86.0,Uni,SAN FRANCISCO S.A,LIMPIEZA,Sin asignar,Sin asignar,CLEAN DAY
63056,LENTEJAS REVELACION 1KG (10 UNI),141.92,170.0,17.0,Uni,SAN FRANCISCO S.A,ENVASADOS,Sin asignar,Sin asignar,REVELACION
62995,LENTEJONES REVELACION 1KG (10 UNI),119.0,143.0,43.0,Uni,SAN FRANCISCO S.A,ENVASADOS,Sin asignar,Sin asignar,REVELACION
3590,AZUCAR AZUCARLITO 1KG (10 UNI),56.69,63.0,55.0,Uni,SAN FRANCISCO S.A,ENVASADOS,Sin asignar,Sin asignar,
62882,LUSTRA MUEBLES BLEM AEROSOL ORIGINAL 420 ML (12 UNI),274.51,329.0,8.0,Uni,SAN FRANCISCO S.A,LIMPIEZA,Sin asignar,Sin asignar,
1833,CIF ANTIGRASA GATILLO 500 ML (12 UNI),159.724,192.0,6.0,Uni,SAN FRANCISCO S.A,LIMPIEZA,Sin asignar,Sin asignar,
4100,CIF BAÑO GATILLO 500 ML (12 UNI),159.724,192.0,9.0,Uni,SAN FRANCISCO S.A,LIMPIEZA,Sin asignar,Sin asignar,
62198,DESODORANTE AXE APOLO 152ML (12 UNI),144.581,173.0,9.0,Uni,SAN FRANCISCO S.A,FARMACIA Y TOCADOR,Sin asignar,Sin asignar,AXE
63230,DESODORANTE AXE BLACK 152ML (12 UNI),144.581,173.0,6.0,Uni,SAN FRANCISCO S.A,FARMACIA Y TOCADOR,Sin asignar,Sin asignar,AXE
65229,DESODORANTE AXE GOLD VAINILLA 152ML (12 UNI),144.581,173.0,6.0,Uni,SAN FRANCISCO S.A,FARMACIA Y TOCADOR,Sin asignar,Sin asignar,AXE
65576,DESODORANTE AXE ICE CHILL 152ML (12 UNI),144.581,173.0,12.0,Uni,SAN FRANCISCO S.A,FARMACIA Y TOCADOR,Sin asignar,Sin asignar,AXE
9316,DESODORANTE AXE MUSK 152ML (12 UNI),144.581,173.0,12.0,Uni,SAN FRANCISCO S.A,FARMACIA Y TOCADOR,Sin asignar,Sin asignar,AXE
62197,DESODORANTE AXE ANTITRASPIRANTE APOLO 152ML (12 UNI),130.003,156.0,17.0,Uni,SAN FRANCISCO S.A,FARMACIA Y TOCADOR,Sin asignar,Sin asignar,AXE
63231,DESODORANTE AXE ANTITRASPIRANTE BLACK 152ML (12 UNI),140.377,168.0,22.0,Uni,SAN FRANCISCO S.A,FARMACIA Y TOCADOR,Sin asignar,Sin asignar,AXE
60140,AZUCAR AZUCARLITO 25 KG,34.7,39.9,5.0,Uni,SAN FRANCISCO S.A,ELABORACION Y PANADERIAS,Sin asignar,Sin asignar,
65580,JABON LIQUIDO GRAMBY BICARBONATO 3 LT DOY PACK (4 UNI),155.564,187.0,8.0,Uni,SAN FRANCISCO S.A,LIMPIEZA,Sin asignar,Sin asignar,
6323,JABON POLVO NEVEX 3 KG MATIC MAÑANA DE SOL (UNI),437.364,525.0,2.0,Uni,SAN FRANCISCO S.A,LIMPIEZA,Sin asignar,Sin asignar,
63413,JABON POLVO NEVEX 400 GR MATIC  (UNI),80.845,97.0,12.0,Uni,SAN FRANCISCO S.A,LIMPIEZA,Sin asignar,Sin asignar,
63412,JABON POLVO NEVEX 800 GR MATIC  (UNI),151.76,182.0,11.0,Uni,SAN FRANCISCO S.A,LIMPIEZA,Sin asignar,Sin asignar,
62939,JABON LIQUIDO NEVEX 3 LT DOY PACK (4 UNI),408.372,490.0,5.0,Uni,SAN FRANCISCO S.A,LIMPIEZA,Sin asignar,Sin asignar,
67233,PACK JABON NEVEX PARA DILUIR 500 ML + DETER CIF 300 ML,323.715,388.0,3.0,Uni,SAN FRANCISCO S.A,LIMPIEZA,Sin asignar,Sin asignar,
04058,BOLSA RESIDUOS CLEAN DAY EDIFICIO 70X105 10 UNIDADES (5 UNI),78.508,94.0,54.0,Uni,SAN FRANCISCO S.A,LIMPIEZA,Sin asignar,Sin asignar,CLEAN DAY
61635,BOLSA RESIDUOS CLEAN DAY FAMILIAR GRANDE 60X75 10 UNIDADES (5 UNI),80.997,97.0,40.0,Uni,SAN FRANCISCO S.A,LIMPIEZA,Sin asignar,Sin asignar,CLEAN DAY
61636,BOLSA RESIDUOS CLEAN DAY JARDIN 100X100 10 UNIDADES (5 UNI),135.004,162.0,49.0,Uni,SAN FRANCISCO S.A,LIMPIEZA,Sin asignar,Sin asignar,CLEAN DAY
4087,BOLSA RESIDUOS CLEAN DAY 50X55 10 UNIDADES (5 UNI),28.386,34.0,60.0,Uni,SAN FRANCISCO S.A,LIMPIEZA,Sin asignar,Sin asignar,CLEAN DAY
65717,BOLSA RESIDUOS CLEAN DAY ROLLO 50X55 30 UNIDADES (5 UNI),61.45,74.0,43.0,Uni,SAN FRANCISCO S.A,LIMPIEZA,Sin asignar,Sin asignar,CLEAN DAY
64293,JABON BULL DOG BARRA 200 GR (84 UNI),65.612,79.0,156.0,Uni,SAN FRANCISCO S.A,LIMPIEZA,Sin asignar,Sin asignar,BULL DOG
65108,JABON BULL DOG PACK X2 200 GR (42 UNI),107.0,128.0,53.0,Uni,SAN FRANCISCO S.A,LIMPIEZA,Sin asignar,Sin asignar,BULL DOG
66035,DESODORANTE DOVE COCO Y FLOR DE JAZMIN 150ML (12 UNI),175.748,202.0,12.0,Uni,SAN FRANCISCO S.A,FARMACIA Y TOCADOR,Sin asignar,Sin asignar,DOVE
65434,DESODORANTE DOVE GRANADA Y VERBENA 150ML (12 UNI),175.748,202.0,11.0,Uni,SAN FRANCISCO S.A,FARMACIA Y TOCADOR,Sin asignar,Sin asignar,DOVE
64276,DESODORANTE DOVE INVISIBLE 150ML (12 UNI),175.748,202.0,12.0,Uni,SAN FRANCISCO S.A,FARMACIA Y TOCADOR,Sin asignar,Sin asignar,DOVE
64275,DESODORANTE DOVE PEPINO Y TE VERDE 150ML (12 UNI),175.748,202.0,12.0,Uni,SAN FRANCISCO S.A,FARMACIA Y TOCADOR,Sin asignar,Sin asignar,DOVE
4596,DESODORANTE ROLL ON DOVE ORIGINAL 50ML (12 UNI),126.163,145.0,12.0,Uni,SAN FRANCISCO S.A,FARMACIA Y TOCADOR,Sin asignar,Sin asignar,DOVE
62943,DESINFECTANTE EN AEROSOL LYSOFORM LAVANDA 360 ML (12 UNI),187.86,216.0,12.0,Uni,SAN FRANCISCO S.A,LIMPIEZA,Sin asignar,Sin asignar,LYSOFORM
50030,DESODORANTE REXONA INVISIBLE HOMBRE 150ML (12 UNI),155.71,179.0,12.0,Uni,SAN FRANCISCO S.A,FARMACIA Y TOCADOR,Sin asignar,Sin asignar,REXONA
9308,DESODORANTE REXONA SENSITIVE HOMBRE 150ML (12 UNI),155.71,179.0,12.0,Uni,SAN FRANCISCO S.A,FARMACIA Y TOCADOR,Sin asignar,Sin asignar,REXONA
61761,DESODORANTE REXONA XTRACOOL HOMBRE 150ML (12 UNI),155.71,179.0,12.0,Uni,SAN FRANCISCO S.A,FARMACIA Y TOCADOR,Sin asignar,Sin asignar,REXONA
60116,DESODORANTE REXONA ACTIVE EMOTION MUJER 150ML (12 UNI),155.71,179.0,12.0,Uni,SAN FRANCISCO S.A,FARMACIA Y TOCADOR,Sin asignar,Sin asignar,REXONA
63125,DESODORANTE REXONA ANTIBACTERIAL MUJER 150ML (12 UNI),155.71,179.0,12.0,Uni,SAN FRANCISCO S.A,FARMACIA Y TOCADOR,Sin asignar,Sin asignar,REXONA
9298,DESODORANTE REXONA BAMBOO Y ALOE MUJER 150ML (12 UNI),155.71,179.0,12.0,Uni,SAN FRANCISCO S.A,FARMACIA Y TOCADOR,Sin asignar,Sin asignar,REXONA
65335,DESODORANTE REXONA COTTON DRY MUJER 150ML (12 UNI),155.71,179.0,12.0,Uni,SAN FRANCISCO S.A,FARMACIA Y TOCADOR,Sin asignar,Sin asignar,REXONA
66367,PACK DESINFESTANTE LYSOFORM ORIGINAL X 2 UNI (6 UNI),275.62,317.0,6.0,Uni,SAN FRANCISCO S.A,LIMPIEZA,Sin asignar,Sin asignar,LYSOFORM
3566,TALCO REXONA EFFICIENT ORIGINAL 200 GR (6 UNI),236.464,272.0,12.0,Uni,SAN FRANCISCO S.A,FARMACIA Y TOCADOR,Sin asignar,Sin asignar,REXONA
9311,DESODORANTE DE PIE REXONA EFFICIENT 153 ML (12 UNI),209.136,241.0,12.0,Uni,SAN FRANCISCO S.A,FARMACIA Y TOCADOR,Sin asignar,Sin asignar,REXONA
124,AGUA LAVANDINA CLEAN DAY 1 LT (15 UNI),30.058,36.0,356.0,Uni,SAN FRANCISCO S.A,LIMPIEZA,DESINFECTANTES,Sin asignar,CLEAN DAY
3660,AGUA LAVANDINA CLEAN DAY 5 LT,107.749,129.0,47.0,Uni,SAN FRANCISCO S.A,LIMPIEZA,DESINFECTANTES,Sin asignar,CLEAN DAY
36600,LIMPIADOR CLEAN DAY LAVANDA 5 LT,200.402,240.0,1.0,Uni,SAN FRANCISCO S.A,LIMPIEZA,DESINFECTANTES,Sin asignar,CLEAN DAY
66200,TE NARANJA HORNIMANNS 10 UNI (12 UNI),47.94,60.0,16.0,Uni,SAN FRANCISCO S.A,CAFE E INFUSIONES,EDULCORANTE Y AZUCARES,Sin asignar,
